isErrorWideL,shotDirection,isSlice,secondServeZone,pointNumber,clientTeam,Event,secondServeXCoord,firstServeYCoord,firstServeIn,lineupPosition,shotInRally,Date,Surface,firstServeZone,isErrorLong,isErrorNet,player1Hand,player2Hand,shotLocationY,isExcitingPoint,isOverhead,pointScore,setScore,isApproach,player1Name,matchDetails,gameScore,serverName,isDropshot,shotFhBh,isBreakPoint,isLob,pointStartTime,shotLocationX,isLet,isVolley,isErrorWideR,matchVenue,pointEndTime,firstServeXCoord,isAce,serverFarNear,secondServeIn,Division,side,Notes,atNetPlayer2,shotContactX,atNetPlayer1,isPointEnd,Round,isPointStart,player2Name,isWinner,opponentTeam,secondServeYCoord,shotContactY,player1,player2,returnerName,shotHitBy,pointWonBy
,Down the Line,,,87,,,,,,,13.0,,,,,,,,293.0,,,0-0,1-0,,,,3-2,Rudy Quan,,Forehand,,,4176305,-73.0,,,,,,,,Near,,,Ad,,,-89.0,,,,,,,,,-545.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,87,,,,,,,14.0,,,,,,,,-363.0,,,0-0,1-0,,,,3-2,Rudy Quan,,Forehand,,,4177620,15.0,,,,,,,,Near,,,Deuce,,,-49.0,,,,,,,,,516.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,87,,,,,,,15.0,,,,,,,,416.0,,,0-0,1-0,,,,3-2,Rudy Quan,,Forehand,,,4178966,-81.0,,,,,,,,Near,,,Deuce,,,31.0,,,,,,,,,-543.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,87,,,,,,,16.0,,,,,,,,-307.0,,,0-0,1-0,,,,3-2,Rudy Quan,,Forehand,,,4180524,82.0,,,,,,,,Near,,,Deuce,,,-70.0,,,,,,,,,532.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,87,,,,,,,17.0,,,,1.0,,,,507.0,,,0-0,1-0,,,,3-2,Rudy Quan,,Forehand,,,4181696,15.0,,,,,4183587.0,,,Near,,,Deuce,,,165.0,,1.0,,,,,,,-535.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,88,,,,227.0,1.0,,1.0,,,Body,,,,,,,,0-15,1-0,,,,3-2,Rudy Quan,,,,,4199434,,,,,,,69.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,88,,,,,,,2.0,,,,,,,,-442.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4214604,-86.0,,,,,,,,Near,,,Ad,,,82.0,,,,,,,,,543.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,88,,,,,,,3.0,,,,,,,,424.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Backhand,,,4217185,15.0,,,,,,,,Near,,,Ad,,,-113.0,,,,,,,,,-587.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,88,,,,,,,4.0,,,,,,,,-383.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4218442,-116.0,,,,,,,,Near,,,Ad,,,45.0,,,,,,,,,548.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,88,,,,,,,5.0,,,,,,,,411.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Backhand,,,4219467,31.0,,,,,,,,Near,,,Ad,,,-180.0,,,,,,,,,-569.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,88,,,,,,,6.0,,,,,,,,-173.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4220594,-51.0,,,,,,,,Near,,,Ad,,,61.0,,,,,,,,,549.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,88,,,,,,,7.0,,,,,,,,392.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Backhand,,,4222179,63.0,,,,,,,,Near,,,Ad,,,-193.0,,,,,,,,,-505.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,88,,,,,,,8.0,,,,,,,,-200.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4223741,-126.0,,,,,,,,Near,,,Ad,,,69.0,,,,,,,,,543.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Down the Line,,,88,,,,,,,9.0,,,,,,,,341.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Backhand,,,4225258,-132.0,,,,,,,,Near,,,Ad,,,-217.0,,,,,,,,,-489.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,88,,,,,,,10.0,,,,,,,,-280.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4226953,61.0,,,,,,,,Near,,,Deuce,,,-65.0,,,,,,,,,431.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,88,,,,,,,11.0,,,,,,,,187.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4228254,-35.0,,,,,,,,Near,,,Deuce,,,186.0,,,,,,,,,-556.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,88,,,,,,,12.0,,,,,1.0,,,21.0,,,0-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4228683,-89.0,,,,,4229616.0,,,Near,,,Deuce,,,-41.0,,1.0,,,,,,,161.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,Body,89,,,-73.0,280.0,0.0,,1.0,,,Wide,,,,,,,,15-15,1-0,,,,3-2,Rudy Quan,,,,,4241037,,,,,,,-129.0,,Near,1.0,,Deuce,,,,,,,1.0,,,,208.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,1.0,,89,,,,,,,2.0,,,,,,,,-435.0,,,15-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4277836,-126.0,,,,,,,,Near,,,Deuce,,,-137.0,,,,,,,,,519.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,89,,,,,,,3.0,,,,,,,,398.0,,,15-15,1-0,,,,3-2,Rudy Quan,,Backhand,,,4279284,-124.0,,,,,,,,Near,,,Ad,,,-169.0,,,,,,,,,-566.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,89,,,,,,,4.0,,,,,,,,-227.0,,,15-15,1-0,,,,3-2,Rudy Quan,,Forehand,,,4281727,143.0,,,,,4285661.0,,,Near,,,Deuce,,,-145.0,,1.0,,,,1.0,,,570.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,,,Body,90,,,77.0,229.0,0.0,,1.0,,,T,,,,,,,,15-30,1-0,,,,3-2,Rudy Quan,,,,,4304352,,,,,,,-14.0,,Near,1.0,,Ad,,,,,,,1.0,,,,229.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,90,,,,,,,2.0,,,,,,,,-291.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4320609,-94.0,,,,,,,,Near,,,Ad,,,98.0,,,,,,,,,551.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,90,,,,,,,3.0,,,,,,,,373.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Backhand,,,4322307,2.0,,,,,,,,Near,,,Ad,,,-124.0,,,,,,,,,-521.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Crosscourt,,,90,,,,,,,4.0,,,,,,,,-253.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4323742,-86.0,,,,,,,,Near,,,Ad,,,42.0,,,,,,,,,541.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,90,,,,,,,5.0,,,,,,,,416.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Backhand,,,4324884,34.0,,,,,,,,Near,,,Ad,,,-142.0,,,,,,,,,-527.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,90,,,,,,,6.0,,,,,,,,-272.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4326376,98.0,,,,,,,,Near,,,Ad,,,61.0,,,,,,,,,533.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,90,,,,,,,7.0,,,,,,,,299.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4327681,-116.0,,,,,,,,Near,,,Deuce,,,157.0,,,,,,,,,-543.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,90,,,,,,,8.0,,,,,1.0,,,29.0,,,15-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4330598,-102.0,,,,,4331624.0,,,Near,,,Deuce,,,-113.0,,1.0,,,,,,,276.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan
,,,,91,,,,216.0,1.0,,1.0,,,Body,,,,,,,,30-30,1-0,,,,3-2,Rudy Quan,,,,,4362432,,,,,,,-70.0,,Near,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,91,,,,,,,2.0,,,,,,,,-200.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4373082,-38.0,,,,,,,,Near,,,Deuce,,,-156.0,,,,,,,,,551.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,91,,,,,,,3.0,,,,,,,,221.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4374261,-89.0,,,,,,,,Near,,,Ad,,,-25.0,,,,,,,,,-468.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,91,,,,,,,4.0,,,,,,,,-198.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4375872,71.0,,,,,,,,Near,,,Deuce,,,-81.0,,,,,,,,,500.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,91,,,,,,,5.0,,,,,,,,349.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4376931,-78.0,,,,,,,,Near,,,Deuce,,,141.0,,,,,,,,,-479.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,91,,,,,,,6.0,,,,,,,,-208.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4378493,69.0,,,,,,,,Near,,,Deuce,,,-142.0,,,,,,,,,525.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,91,,,,,,,7.0,,,,,,,,421.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4379361,47.0,,,,,,,,Near,,,Deuce,,,181.0,,,,,,,,,-508.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,91,,,,,,,8.0,,,,,,,,-267.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Forehand,,,4381067,-126.0,,,,,,,,Near,,,Ad,,,111.0,,,,,,,,,509.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,91,,,,,,,9.0,,,,,1.0,,,-21.0,,,30-30,1-0,,,,3-2,Rudy Quan,,Backhand,,,4382778,-25.0,,,,,4383515.0,,,Near,,,Ad,,,-180.0,,1.0,,,,,,,-537.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,92,,,,216.0,1.0,,1.0,,,Wide,,,,,,,,30-40,1-0,,,,3-2,Rudy Quan,,,1.0,,4407997,,,,,,,127.0,,Near,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,92,,,,,,,2.0,,,,,,,,-303.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Backhand,,,4411983,55.0,,,,,,,,Near,,,Ad,,,154.0,,,,,,,,,514.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Crosscourt,,,92,,,,,,,3.0,,,,,,,,372.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Forehand,,,4412809,-75.0,,,,,,,,Near,,,Deuce,,,66.0,,,,,,,,,-523.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,92,,,,,,,4.0,,,,,,,,-319.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Forehand,,,4414015,61.0,,,,,,,,Near,,,Deuce,,,-132.0,,,,,,,,,533.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,92,,,,,,,5.0,,,,,,,,321.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Forehand,,,4415381,85.0,,,,,,,,Near,,,Deuce,,,98.0,,,,,,,,,-491.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Down the Line,,,92,,,,,,,6.0,,,,,,,,-327.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Backhand,,,4416815,77.0,,,,,,,,Near,,,Ad,,,58.0,,,,,,,,,520.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,92,,,,,,,7.0,,,,,,,,361.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Forehand,,,4418121,71.0,,,,,,,,Near,,,Deuce,,,95.0,,,,,,,,,-566.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,Crosscourt,,,92,,,,,,,8.0,,,,,,,,-302.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Backhand,,,4419461,-42.0,,,,,,,,Near,,,Ad,,,103.0,,,,,,,,,531.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos
,Down the Line,,,92,,,,,,,9.0,,,,,1.0,,,-32.0,,,30-40,1-0,,,,3-2,Rudy Quan,,Forehand,,,4421013,-90.0,,,,,4421885.0,,,Near,,,Ad,,,-109.0,,1.0,,,,,,,-492.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos
,,,,93,,,,-221.0,1.0,,1.0,,,Wide,,,,,,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,,,,4437002,,,,,,,127.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,93,,,,,,,2.0,,,,,,,,419.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4460619,-6.0,,,,,,,,Far,,,Deuce,,,204.0,,,,,,,,,-583.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,93,,,,,,,3.0,,,,,,,,-355.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4462000,-73.0,,,,,,,,Far,,,Deuce,,,-17.0,,,,,,,,,564.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,93,,,,,,,4.0,,,,,,,,306.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4463117,-97.0,,,,,,,,Far,,,Ad,,,-94.0,,,,,,,,,-572.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,93,,,,,,,5.0,,,,,,,,-195.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4464490,63.0,,,,,,,,Far,,,Deuce,,,-70.0,,,,,,,,,524.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,93,,,,,,,6.0,,,,,,,,266.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4465677,-65.0,,,,,,,,Far,,,Deuce,,,148.0,,,,,,,,,-524.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,93,,,,,,,7.0,,,,,,,,-434.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4467644,-60.0,,,,,,,,Far,,,Deuce,,,-97.0,,,,,,,,,548.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,93,,,,,,,8.0,,,,,,,,414.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4468862,-44.0,,,,,,,,Far,,,Ad,,,-145.0,,,,,,,,,-601.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,93,,,,,,,9.0,,,,,,,,-381.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4470648,66.0,,,,,,,,Far,,,Ad,,,10.0,,,,,,,,,536.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,93,,,,,,,10.0,,,,,,,,353.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,1.0,Forehand,,,4471691,-49.0,,,,,,,,Far,,,Deuce,,,180.0,,,,,,,,,-593.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,93,,,,,,,11.0,,,,,,,,-34.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,1.0,Forehand,,,4474402,-81.0,,,,,,,,Far,,,Deuce,,,-36.0,,,,,,,,,373.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,1.0,,93,,,,,,,12.0,,,,,,,,131.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4474403,-124.0,,,,,,,,Far,,,Ad,,,-76.0,,,,,,,,,-123.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,93,,,,,,,13.0,,,,,1.0,,,24.0,,,0-0,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4475559,-89.0,,1.0,,,4476544.0,,,Far,,,Deuce,,,-134.0,,1.0,,,,,,,170.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,94,,,,-226.0,1.0,,1.0,,,T,,,,,,,,0-15,1-0,,,,3-3,Aristotelis Thanos,,,,,4505651,,,,,,,-25.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Down the Line,,,94,,,,,,,2.0,,,,,,,,398.0,,,0-15,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4508145,-65.0,,,,,,,,Far,,,Ad,,,-36.0,,,,,,,,,-574.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
1.0,Crosscourt,,,94,,,,,,,3.0,,,,,,,,-338.0,,,0-15,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4509920,204.0,,,,,4510914.0,,,Far,,,Deuce,,,-105.0,,1.0,,,,,,,536.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,95,,,,-224.0,1.0,,1.0,,,Wide,,,,,,,,0-30,1-0,,,,3-3,Aristotelis Thanos,,,,,4523363,,,,,,,138.0,,Far,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,95,,,,,,,2.0,,,,,,,,120.0,,,0-30,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4546987,-20.0,,,,,,,,Far,,,Deuce,,,242.0,,,,,,,,,-532.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,95,,,,,,,3.0,,,,,1.0,,,32.0,,,0-30,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4547791,-73.0,,1.0,,,4549205.0,,,Far,,,Deuce,,,-38.0,,1.0,,,,,,,135.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,,96,,,,-219.0,1.0,,1.0,,,Wide,,,,,,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,,,,4560457,,,,,,,-132.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,96,,,,,,,2.0,,,,,,,,221.0,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4572487,84.0,,,,,,,,Far,,,Ad,,,-225.0,,,,,,,,,-540.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,,,96,,,,,,,3.0,,,,,,,,-328.0,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4573859,50.0,,,,,,,,Far,,,Ad,,,124.0,,,,,,,,,503.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,,,96,,,,,,,4.0,,,,,,,,299.0,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4575184,-102.0,,,,,,,,Far,,,Deuce,,,103.0,,,,,,,,,-555.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Down the Line,1.0,,96,,,,,,,5.0,,,,,,,,-37.0,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,Forehand,,,4576720,-118.0,,,,,,,,Far,,,Deuce,,,-158.0,,,,,,,,,525.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,Crosscourt,1.0,,96,,,,,,,6.0,,,,,,,,414.0,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4578142,114.0,,,,,,,,Far,,,Ad,,,-108.0,,,,,,,,,-35.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Rudy Quan,Rudy Quan
,Crosscourt,,,96,,,,,,,7.0,,,,,1.0,,,209.0,,,0-40,1-0,,,,3-3,Aristotelis Thanos,,Backhand,,,4580225,-110.0,,1.0,,,4581570.0,,,Far,,,Ad,,,116.0,,1.0,,,,,,,397.0,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,Rudy Quan
,,,Body,97,,,58.0,-182.0,0.0,,1.0,,,Wide,,,,,,,,0-0,1-0,,,,4-3,Rudy Quan,,,,,4711144,,0.0,,,,,170.0,,Far,1.0,,Deuce,,,,,,,1.0,,,,-152.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,,,,97,,,,,,,1.0,,,,,,,,,,,0-0,1-0,,,,4-3,,,,,,4711248,,0.0,,,,,,,,,,Deuce,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,Aristotelis Thanos,
,,,T,97,,,79.0,-161.0,0.0,,1.0,,,T,,,,,,,,0-0,1-0,,,,4-3,Rudy Quan,,,,,4711434,,0.0,,,,4726098.0,167.0,,Near,0.0,,Deuce,,,,,1.0,,1.0,,,,-153.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Down the Line,,,97,,,,,,,2.0,,,,,,,,333.0,,,0-0,1-0,,,,4-3,Rudy Quan,,Forehand,,,4726403,36.0,0.0,,,,,,,Far,,,Deuce,,,132.0,,,,,,,,,-524.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Down the Line,,,97,,,,,,,2.0,,,,,,,,230.0,,,0-0,1-0,,,,4-3,Rudy Quan,,Forehand,,,4726567,66.0,0.0,,,,,,,Far,,,Deuce,,,122.0,,,,,,,,,-529.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,,,Body,97,,,76.0,-118.0,0.0,,1.0,,,Wide,,,,,,,,0-0,1-0,,,,4-3,Rudy Quan,,,,,4726984,,0.0,,,,,180.0,,Far,1.0,,Deuce,,,,,,,1.0,,,,-129.0,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,97,,,,,,,3.0,,,,,,,,-297.0,,,0-0,1-0,,,,4-3,Rudy Quan,,Backhand,,,4727223,-46.0,0.0,,,,,,,Far,,,Ad,,,23.0,,,,,,,,,481.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Down the Line,,,97,,,,,,,4.0,,,,,,,,352.0,,,0-0,1-0,,,,4-3,Rudy Quan,1.0,Backhand,,,4728392,-6.0,0.0,,,,,,,Far,,,Ad,,,-108.0,,,,,,,,,-553.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,Crosscourt,,,97,,,,,,,3.0,,,,,,,,-322.0,,,0-0,1-0,,,,4-3,Rudy Quan,,Backhand,,,4729050,-65.0,0.0,,,,,,,Far,,,Ad,,,31.0,,,,,,,,,495.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,
,Crosscourt,,,97,,,,,,,6.0,,,,,,,,272.0,,,0-0,1-0,,,,4-3,Rudy Quan,1.0,Backhand,,,4732072,52.0,0.0,,,,,,,Far,,,Ad,,,-204.0,,,,,,,,,-534.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Aristotelis Thanos,
,,,,98,,,,,,,,,,,,,,,,,,0-15,1-0,,,,4-3,,,,,,4751024,,0.0,,,,,,,,,,,,,,,,,,,,,,,Rudy Quan,Aristotelis Thanos,Rudy Quan,,Rudy Quan
,,,,98,,,,-220.0,1.0,,1.0,,,Body,,,,,,,,0-15,1-0,,,,4-3,Rudy Quan,,,,,4755545,,0.0,,,,,-97.0,,Far,,,Ad,,,,,,,1.0,,,,,,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,Rudy Quan,Rudy Quan
,Down the Line,,,98,,,,,,,2.0,,,,,,,,370.0,,,0-15,1-0,,,,4-3,Rudy Quan,,Backhand,,,4755813,-17.0,0.0,,,,,,,Far,,,Ad,,,-166.0,,,,,,,,,-545.0,Rudy Quan,Aristotelis Thanos,Aristotelis Thanos,,Rudy Quan
